SCHOOL ID,SCHOOL NAME,CD,DISTRICT,SCHOOL EMAIL,,,,
300794,Calaba National High School,IV,San Isidro,300794@deped.gov.ph,,,,
300834,Pulo National High School,IV,San Isidro,300834@deped.gov.ph,,,,
300867,Teodoro A. Dionisio National High School,IV,San Isidro,300867@deped.gov.ph,,,,
300794,Calaba National High School,IV,San Isidro,300794@deped.gov.ph,,,,
300834,Pulo National High School,IV,San Isidro,300834@deped.gov.ph,,,,
300867,Teodoro A. Dionisio National High School,IV,San Isidro,300867@deped.gov.ph,,,,
,San Isidro District Office,IV,San Isidro,,,,,
501556,Tagumpay Integrated School,IV,San Leonardo,501556@deped.gov.ph,,,,
105745,Adorable Elementary School (Tambo South ES),IV,San Leonardo,105745@deped.gov.ph,,,,
105736,C. I. Villaroman Elementary School,IV,San Leonardo,105736@deped.gov.ph,,,,
105735,Castellano Elementary School,IV,San Leonardo,105735@deped.gov.ph,,,,
105737,Mallorca Elementary School,IV,San Leonardo,105737@deped.gov.ph,,,,
105738,Mambangnan Elementary School,IV,San Leonardo,105738@deped.gov.ph,,,,
105739,Nieves Elementary School,IV,San Leonardo,105739@deped.gov.ph,,,,
105740,San Anton Elementary School,IV,San Leonardo,105740@deped.gov.ph,,,,
105741,San Leonardo Central School,IV,San Leonardo,105741@deped.gov.ph,,,,
105742,San Roque Elementary School,IV,San Leonardo,105742@deped.gov.ph,,,,
105744,Tabuating Elementary School,IV,San Leonardo,105744@deped.gov.ph,,,,
137258,Tagumpay Nagaño Elementary School,IV,San Leonardo,137258@deped.gov.ph,,,,
501556,Tagumpay Integrated School,IV,San Leonardo,501556@deped.gov.ph,,,,
300817,Magpapalayok National High School,IV,San Leonardo,300817@deped.gov.ph,,,,
300820,Mallorca National High School,IV,San Leonardo,300820@deped.gov.ph,,,,
300821,Mambangnan National High School,IV,San Leonardo,300821@deped.gov.ph,,,,
300844,San Anton National High School,IV,San Leonardo,300844@deped.gov.ph,,,,
306833,San Leonardo National High School,IV,San Leonardo,306833@deped.gov.ph,,,,
305564,Tagumpay Nagaño High School,IV,San Leonardo,305564@deped.gov.ph,,,,
300817,Magpapalayok National High School,IV,San Leonardo,300817@deped.gov.ph,,,,
300820,Mallorca National High School,IV,San Leonardo,300820@deped.gov.ph,,,,
300821,Mambangnan National High School,IV,San Leonardo,300821@deped.gov.ph,,,,
300844,San Anton National High School,IV,San Leonardo,300844@deped.gov.ph,,,,
306833,San Leonardo National High School,IV,San Leonardo,306833@deped.gov.ph,,,,
305564,Tagumpay Nagaño High School,IV,San Leonardo,305564@deped.gov.ph,,,,
,San Leonardo District Office,IV,San Leonardo,,,,,
105747,Berang Elementary School,III,Santa Rosa North,105747@deped.gov.ph,,,,
105748,Dr. Sancho T. Manubay Elementary School,III,Santa Rosa North,105748@deped.gov.ph,,,,
105746,Eulalio N. Adriano Elementary School,III,Santa Rosa North,105746@deped.gov.ph,,,,
105752,La Fuente Elementary School,III,Santa Rosa North,105752@deped.gov.ph,,,,
105758,Pilang Elementary School,III,Santa Rosa North,105758@deped.gov.ph,,,,
502500,Rajal Centro Integrated School,III,Santa Rosa North,502500@deped.gov.ph,,,,
105760,San Gregorio Elementary School,III,Santa Rosa North,105760@deped.gov.ph,,,,
105761,San Pedro Elementary School,III,Santa Rosa North,105761@deped.gov.ph,,,,
105762,Sapsap Elementary School,III,Santa Rosa North,105762@deped.gov.ph,,,,
105763,Severa Valisno Mem. Elementary School,III,Santa Rosa North,105763@deped.gov.ph,,,,
105766,Sto. Rosario Elementary School,III,Santa Rosa North,105766@deped.gov.ph,,,,
105767,V.F. Villanueva Memorial School,III,Santa Rosa North,105767@deped.gov.ph,,,,
137211,San Isidro Elementary School,III,Santa Rosa North,137211@deped.gov.ph,,,,
502147,Dr. A. Oliveros Integrated School,III,Santa Rosa South,502147@deped.gov.ph,,,,
501824,Eusebio G. Asuncion Integrated School,III,Santa Rosa South,501824@deped.gov.ph,,,,
502148,G. Villegas Integrated School,III,Santa Rosa South,502148@deped.gov.ph,,,,
501817,Luis Gonzales Integrated School,III,Santa Rosa South,501817@deped.gov.ph,,,,
501733,Santa Rosa Integrated School,III,Santa Rosa South,501733@deped.gov.ph,,,,
159034,Angel'S Ville Elementary School,III,Santa Rosa South,159034@deped.gov.ph,,,,
105750,E. Saulo Mem. Elementary School,III,Santa Rosa South,105750@deped.gov.ph,,,,
105764,Esing T. Angeles Elementary School,III,Santa Rosa South,105764@deped.gov.ph,,,,
137120,Isla Elementary School,III,Santa Rosa South,137120@deped.gov.ph,,,,
105753,Malacanang Centro Elementary School,III,Santa Rosa South,105753@deped.gov.ph,,,,
105754,Malacanang Elementary School,III,Santa Rosa South,105754@deped.gov.ph,,,,
105755,Mapalad North Elementary School,III,Santa Rosa South,105755@deped.gov.ph,,,,
105756,Mapalad Sur Elementary School,III,Santa Rosa South,105756@deped.gov.ph,,,,
105757,Pepito B. Bernardo Mem. School,III,Santa Rosa South,105757@deped.gov.ph,,,,
,Santa Rosa South District Office,III,Santa Rosa South,,,,,
,Santa Rosa North District Office,III,Santa Rosa South,,,,,
300858,"Sto. Rosario National High School , Sta. Rosa",III,Santa Rosa North,300858@deped.gov.ph,,,,
502500,Rajal Centro Integrated School,III,Santa Rosa North,502500@deped.gov.ph,,,,
300858,"Sto. Rosario National High School , Sta. Rosa",III,Santa Rosa North,300858@deped.gov.ph,,,,
502147,Dr. A. Oliveros Integrated School,III,Santa Rosa South,502147@deped.gov.ph,,,,
501824,Eusebio G. Asuncion Integrated School,III,Santa Rosa South,501824@deped.gov.ph,,,,
502148,G. Villegas Integrated School,III,Santa Rosa South,502148@deped.gov.ph,,,,
501817,Luis Gonzales Integrated School,III,Santa Rosa South,501817@deped.gov.ph,,,,
501733,Santa Rosa Integrated School,III,Santa Rosa South,501733@deped.gov.ph,,,,
300818,Malacañang National High School,III,Santa Rosa South,300818@deped.gov.ph,,,,
306801,Santa Rosa National High School,III,Santa Rosa South,306801@deped.gov.ph,,,,
300818,Malacañang National High School,III,Santa Rosa South,300818@deped.gov.ph,,,,
306801,Santa Rosa National High School,III,Santa Rosa South,306801@deped.gov.ph,,,,
501826,Susana S. Liwag Integrated School (Concepcion IS),I,Sto. Domingo,501826@deped.gov.ph,,,,
105768,Baloc Elementary School,I,Sto. Domingo,105768@deped.gov.ph,,,,
105769,Buasao Elementary School,I,Sto. Domingo,105769@deped.gov.ph,,,,
105770,Burgos Elementary School,I,Sto. Domingo,105770@deped.gov.ph,,,,
105771,Cabugao Elementary School,I,Sto. Domingo,105771@deped.gov.ph,,,,
105773,Comitang Elementary School,I,Sto. Domingo,105773@deped.gov.ph,,,,
159030,Dagat-Dagatan Elementary,I,Sto. Domingo,159030@deped.gov.ph,,,,
105775,Dolores Elementary School,I,Sto. Domingo,105775@deped.gov.ph,,,,
105776,Dona Milagros S. Chioco (Hulo) Elementary School,I,Sto. Domingo,105776@deped.gov.ph,,,,
159021,Felix T. Pascual Elementary School,I,Sto. Domingo,159021@deped.gov.ph,,,,
105777,Gen. Luna Elementary School,I,Sto. Domingo,105777@deped.gov.ph,,,,
159032,Ilog Baliwag Elementary School,I,Sto. Domingo,159032@deped.gov.ph,,,,
159031,Kabulihan Elementary School,I,Sto. Domingo,159031@deped.gov.ph,,,,
105778,Mabini Elementary School,I,Sto. Domingo,105778@deped.gov.ph,,,,
159003,Malaya Elementary School,I,Sto. Domingo,159003@deped.gov.ph,,,,
105779,Malayantoc Elementary School,I,Sto. Domingo,105779@deped.gov.ph,,,,
105772,Pelmoka-Lina Elementary School,I,Sto. Domingo,105772@deped.gov.ph,,,,
159006,Pulong Buli Elementary School,I,Sto. Domingo,159006@deped.gov.ph,,,,
105780,Rogelio Dg Valdezotto Elementary School,I,Sto. Domingo,105780@deped.gov.ph,,,,
105782,San Fabian Elementary School,I,Sto. Domingo,105782@deped.gov.ph,,,,
105783,San Francisco Elementary School,I,Sto. Domingo,105783@deped.gov.ph,,,,
105784,San Pascual Elementary School,I,Sto. Domingo,105784@deped.gov.ph,,,,
105785,Sta. Rita Elementary School,I,Sto. Domingo,105785@deped.gov.ph,,,,
105786,Sto. Domingo Central School,I,Sto. Domingo,105786@deped.gov.ph,,,,
105787,Sto. Rosario Elementary School,I,Sto. Domingo,105787@deped.gov.ph,,,,
105781,Villa Juan Elementary School,I,Sto. Domingo,105781@deped.gov.ph,,,,
105788,Violago-Gatdula Elementary School,I,Sto. Domingo,105788@deped.gov.ph,,,,
501826,Susana S. Liwag Integrated School (Concepcion IS),I,Sto. Domingo,501826@deped.gov.ph,,,,
300814,Julia Ortiz Luiz National High School,I,Sto. Domingo,300814@deped.gov.ph,,,,
300857,Sto. Domingo National Trade School,I,Sto. Domingo,300857@deped.gov.ph,,,,
300859,"Sto. Rosario National High School, Sto. Domingo",I,Sto. Domingo,300859@deped.gov.ph,,,,
300814,Julia Ortiz Luiz National High School,I,Sto. Domingo,300814@deped.gov.ph,,,,
300857,Sto. Domingo National Trade School,I,Sto. Domingo,300857@deped.gov.ph,,,,
300859,"Sto. Rosario National High School, Sto. Domingo",I,Sto. Domingo,300859@deped.gov.ph,,,,
,Sto. Domingo District Office,I,Sto. Domingo,,,,,
501821,Bakal II Integrated School,I,Talavera North,501821@deped.gov.ph,,,,
501822,San Pascual Integrated School,I,Talavera North,501822@deped.gov.ph,,,,
105789,Bagong Silang Elementary School,I,Talavera North,105789@deped.gov.ph,,,,
105790,Bakal I Elementary School,I,Talavera North,105790@deped.gov.ph,,,,
105792,Bakal III Elementary School,I,Talavera North,105792@deped.gov.ph,,,,
105793,Basang Hamog Elementary School,I,Talavera North,105793@deped.gov.ph,,,,
105794,Bulac Elementary School,I,Talavera North,105794@deped.gov.ph,,,,
105795,Burnay Elementary School,I,Talavera North,105795@deped.gov.ph,,,,
105796,Calipahan Elementary School,I,Talavera North,105796@deped.gov.ph,,,,
105797,Campos Elementary School,I,Talavera North,105797@deped.gov.ph,,,,
105798,Casulucan Este Elementary School,I,Talavera North,105798@deped.gov.ph,,,,
159002,Lomboy Elementary School,I,Talavera North,159002@deped.gov.ph,,,,
105799,Matingkis Elementary School,I,Talavera North,105799@deped.gov.ph,,,,
105800,Pantok Bulak Elementary School,I,Talavera North,105800@deped.gov.ph,,,,
137032,Poblacion Sur Elementary School,I,Talavera North,137032@deped.gov.ph,,,,
105801,Sampaloc Elementary School,I,Talavera North,105801@deped.gov.ph,,,,
105802,San Jose Elementary School,I,Talavera North,105802@deped.gov.ph,,,,
502838,Sicsican Matanda Integrated School,I,Talavera North,502838@deped.gov.ph,,,,
105805,Tagaytay Elementary School,I,Talavera North,105805@deped.gov.ph,,,,
105806,Talavera Central School,I,Talavera North,105806@deped.gov.ph,,,,
105807,Talavera North Elementary School,I,Talavera North,105807@deped.gov.ph,,,,
,Talavera North District Office,I,Talavera North,105807@deped.gov.ph,,,,
105808,Valle Elementary School,I,Talavera North,105808@deped.gov.ph,,,,
137349,Matias Elementary School,I,Talavera North,137349@deped.gov.ph,,,,
137350,Santiago P. Abesamis Elementary School,I,Talavera North,137350@deped.gov.ph,,,,
501821,Bakal Ii Integrated School,I,Talavera North,501821@deped.gov.ph,,,,
501822,San Pascual Integrated School,I,Talavera North,501822@deped.gov.ph,,,,
300791,Bulac National High School,I,Talavera North,300791@deped.gov.ph,,,,
306187,Engr. Porfirio V. Reyes High School,I,Talavera North,306187@deped.gov.ph,,,,
300865,Tabacao National High School,I,Talavera North,300865@deped.gov.ph,,,,
300864,Talavera National High School,I,Talavera North,300864@deped.gov.ph,,,,
502838,Sicsican Matanda Integrated School,I,Talavera North,502838@deped.gov.ph,,,,
502838,Sicsican Matanda Integrated School,I,Talavera North,502838@deped.gov.ph,,,,
300791,Bulac National High School,I,Talavera North,300791@deped.gov.ph,,,,
300865,Tabacao National High School,I,Talavera North,300865@deped.gov.ph,,,,
305834,Talavera Senior High School,I,Talavera North,305834@deped.gov.ph,,,,
105809,Bagong Sikat Elementary School,I,Talavera South,105809@deped.gov.ph,,,,
105810,Bantug Elementary School,I,Talavera South,105810@deped.gov.ph,,,,
105811,Bantug Hacienda Elementary School,I,Talavera South,105811@deped.gov.ph,,,,
105812,Bugtong Na Buli Primary School,I,Talavera South,105812@deped.gov.ph,,,,
105813,Cabubulaunan Elementary School,I,Talavera South,105813@deped.gov.ph,,,,
105814,Caputican Elementary School,I,Talavera South,105814@deped.gov.ph,,,,
105815,Collado Elementary School,I,Talavera South,105815@deped.gov.ph,,,,
105816,Dimasalang Norte Elementary School,I,Talavera South,105816@deped.gov.ph,,,,
105817,Dimasalang Sur Elementary School,I,Talavera South,105817@deped.gov.ph,,,,
105818,Dinarayat Elementary School,I,Talavera South,105818@deped.gov.ph,,,,
105819,Gulod Elementary School,I,Talavera South,105819@deped.gov.ph,,,,
105820,Homestead I Elementary School,I,Talavera South,105820@deped.gov.ph,,,,
105821,Homestead II Elementary School,I,Talavera South,105821@deped.gov.ph,,,,
105822,Kinalanguyan Elementary School,I,Talavera South,105822@deped.gov.ph,,,,
105823,La Torre Elementary School,I,Talavera South,105823@deped.gov.ph,,,,
105824,Mabuhay Elementary School,I,Talavera South,105824@deped.gov.ph,,,,
105825,Mamandil Elementary School,I,Talavera South,105825@deped.gov.ph,,,,
105826,Minabuyok Elementary School,I,Talavera South,105826@deped.gov.ph,,,,
105827,Paludpod Elementary School,I,Talavera South,105827@deped.gov.ph,,,,
105828,Pula Elementary School,I,Talavera South,105828@deped.gov.ph,,,,
105829,San Miguel Na Munti Elementary School,I,Talavera South,105829@deped.gov.ph,,,,
105830,San Ricardo Elementary School,I,Talavera South,105830@deped.gov.ph,,,,
105831,Sibul Elementary School,I,Talavera South,105831@deped.gov.ph,,,,
105832,Talavera South Central School,I,Talavera South,105832@deped.gov.ph,,,,
,Talavera South District Office,I,Talavera South,,,,,
300850,San Ricardo National High School,I,Talavera South,300850@deped.gov.ph,,,,
300852,Sibul National High School,I,Talavera South,300852@deped.gov.ph,,,,
300850,San Ricardo National High School,I,Talavera South,300850@deped.gov.ph,,,,
345439,Sibul National High School,I,Talavera South,345439@deped.gov.ph,,,,
501211,Cinense Integrated School,II,Talugtug,501211@deped.gov.ph,,,,
502146,Fronda Integrated School,II,Talugtug,502146@deped.gov.ph,,,,
105843,Alberto G. Bautista Elementary School,II,Talugtug,105843@deped.gov.ph,,,,
502807,Alula Integrated School,II,Talugtug,502807@deped.gov.ph,,,,
105834,Baybayabas Elementary School,II,Talugtug,105834@deped.gov.ph,,,,
105835,Buted Elementary School,II,Talugtug,105835@deped.gov.ph,,,,
137036,Calisitan Elementary School,II,Talugtug,137036@deped.gov.ph,,,,
105837,Culiat Elementary School,II,Talugtug,105837@deped.gov.ph,,,,
105838,Maasin Elementary School,II,Talugtug,105838@deped.gov.ph,,,,
105839,Mayamot I Elementary School,II,Talugtug,105839@deped.gov.ph,,,,
105840,Nangabulan Elementary School,II,Talugtug,105840@deped.gov.ph,,,,
502806,Patola Integrated School,II,Talugtug,502806@deped.gov.ph,,,,
137034,Sampaloc Elementary School,II,Talugtug,137034@deped.gov.ph,,,,
105844,Sta. Catalina Elementary School,II,Talugtug,105844@deped.gov.ph,,,,
105845,Sto. Domingo Elementary School,II,Talugtug,105845@deped.gov.ph,,,,
105846,Talugtug East Central School,II,Talugtug,105846@deped.gov.ph,,,,
105847,Talugtug West Central School,II,Talugtug,105847@deped.gov.ph,,,,
105848,Tandoc Elementary School,II,Talugtug,105848@deped.gov.ph,,,,
105849,Tibag Elementary School,II,Talugtug,105849@deped.gov.ph,,,,
105850,Villa Boado Elementary School,II,Talugtug,105850@deped.gov.ph,,,,
105851,Villa Rosario Elementary School,II,Talugtug,105851@deped.gov.ph,,,,
105852,Villa Rosenda Elementary School,II,Talugtug,105852@deped.gov.ph,,,,
501211,Cinense Integrated School,II,Talugtug,501211@deped.gov.ph,,,,
502146,Fronda Integrated School,II,Talugtug,502146@deped.gov.ph,,,,
300866,Talugtug National High School,II,Talugtug,300866@deped.gov.ph,,,,
306828,Talugtug National High School Annex-Saverona,II,Talugtug,306828@deped.gov.ph,,,,
502806,Patola Integrated School,II,Talugtug,502806@deped.gov.ph,,,,
502807,Alula Integrated School,II,Talugtug,502807@deped.gov.ph,,,,
300866,Talugtug National High School,II,Talugtug,300866@deped.gov.ph,,,,
,Talugtug District Office,II,Talugtug,,,,,
306828,Talugtug National High School Annex-Saverona,II,Talugtug,306828@deped.gov.ph,,,,
105853,Batitang Elementary School,I,Zaragoza,105853@deped.gov.ph,,,,
105854,Carmen Elementary School,I,Zaragoza,105854@deped.gov.ph,,,,
105855,Concepcion East Elementary School,I,Zaragoza,105855@deped.gov.ph,,,,
105856,Concepcion West Elementary School,I,Zaragoza,105856@deped.gov.ph,,,,
105857,Don Cirilo B. Acosta Elementary School,I,Zaragoza,105857@deped.gov.ph,,,,
105858,F.B. Mesina Elementary School,I,Zaragoza,105858@deped.gov.ph,,,,
159016,Felicidad V. Buendia Elementary School,I,Zaragoza,159016@deped.gov.ph,,,,
105859,Gen. Luna Elementary School,I,Zaragoza,105859@deped.gov.ph,,,,
137194,H. Romero Elementary School,I,Zaragoza,137194@deped.gov.ph,,,,
159010,Manaol Elementary School,I,Zaragoza,159010@deped.gov.ph,,,,
105860,Mayamot Elementary School,I,Zaragoza,105860@deped.gov.ph,,,,
105861,San Isidro Elementary School,I,Zaragoza,105861@deped.gov.ph,,,,
105862,Sta. Cruz Elementary School,I,Zaragoza,105862@deped.gov.ph,,,,
502882,Sta. Lucia (O) Integrated School,I,Zaragoza,502882@deped.gov.ph,,,,
105864,Sta. Lucia (Y) Elementary School,I,Zaragoza,105864@deped.gov.ph,,,,
105865,Sto. Rosario (Y) Elementary School,I,Zaragoza,105865@deped.gov.ph,,,,
105866,Zaragoza Central School,I,Zaragoza,105866@deped.gov.ph,,,,
300788,Batitang National High School,I,Zaragoza,300788@deped.gov.ph,,,,
300796,Carmen National High School,I,Zaragoza,300796@deped.gov.ph,,,,
306826,Emilia Belmonte Acosta National High Shool,I,Zaragoza,306826@deped.gov.ph,,,,
300871,Zaragoza National High School,I,Zaragoza,300871@deped.gov.ph,,,,
,Zaragoza District Office,I,Zaragoza,,,,,
502882,Sta. Lucia (O) Integrated School,I,Zaragoza,502882@deped.gov.ph,,,,
300788,Batitang National High School,I,Zaragoza,300788@deped.gov.ph,,,,
300796,Carmen National High School,I,Zaragoza,300796@deped.gov.ph,,,,
306826,Emilia Belmonte Acosta National High Shool,I,Zaragoza,306826@deped.gov.ph,,,,
300871,Zaragoza National High School,I,Zaragoza,300871@deped.gov.ph,,,,
,OFFICE OF THE SDS,SDO,OSDS,nueva.ecija@deped.gov.ph,,,,
,OFFICE OF THE ASDS,SDO,OSDS,,,,,
,OFFICE OF THE ASDS,SDO,OSDS,,,,,
,ADMIN SERVICES,SDO,OSDS,admin.nuevaecija@deped.gov.ph,,,,
,PERSONNEL SECTION,SDO,OSDS,personnel.nuevaecija@deped.gov.ph,,,,
,CASH SECTION,SDO,OSDS,cash.nuevaecija@deped.gov.ph,,,,
,RECORDS SECTION,SDO,OSDS,records.nuevaecija@deped.gov.ph,,,,
,SUPPLY SECTION,SDO,OSDS,amu.nuevaecija@deped.gov.ph,,,,
,PROCUREMENT SECTION,SDO,OSDS,bac.nuevaecija@deped.gov.ph,,,,
,PAYROLL SERVICES SECTION,SDO,OSDS,payroll.nuevaecija@deped.gov.ph,,,,
,ICT UNIT,SDO,OSDS,ictu.nuevaecija@deped.gov.ph,,,,
,ACCOUNTING UNIT,SDO,OSDS,accounting.nuevaecija@deped.gov.ph,,,,
,BUDGET UNIT,SDO,OSDS,budget.nuevaecija@deped.gov.ph,,,,
,LEGAL SERVICES,SDO,OSDS,legal.nuevaecija@deped.gov.ph,,,,
,OFFICE OF THE CID CHIEF,SDO,CID,cid.nuevaecija@deped.gov.ph,,,,
,ALTERNATIVE LEARNING SYSTEM (ALS),SDO,CID,als.nuevaecija@deped.gov.ph,,,,
,LEARNING RESOURCE MANAGEMENT & DEVELOPMENT SYSTEM (LRMDS),SDO,CID,lrmds.nuevaecija@deped,,,,
,OFFICE OF THE SGOD CHIEF,SDO,SGOD,sgod.nuevaecija@deped.gov.ph,,,,
,YOUTH FORMATION,SDO,SGOD,youthformation.nuevaecija@deped.gov.ph,,,,
,HUMAN RESOURCE DIVISION (HRD),SDO,SGOD,hrd.nuevaecija@deped.gov.ph,,,,
,SCHOOL MANAGEMENT MONITORING AND EVALUATION (SMME),SDO,SGOD,smme.nuevaecija@deped.gov.ph,,,,
,SOCIAL MOBILIZATION AND NETWORKING (SOCMOB),SDO,SGOD,socmob.nuevaecija@deped.gov.ph,,,,
,PLANNING,SDO,SGOD,planning.nuevaecija@deped.gov.ph,,,,
,RESEARCH,SDO,SGOD,research.nuevaecija@deped.gov.ph,,,,
,DISASTER RISK REDUCTION AND MANAGEMENT (DRRM),SDO,SGOD,drrm.nuevaecija@deped.gov.ph,,,,
,PRIVATE SCHOOLS COORDINATOR,SDO,SGOD,privateschools.nuevaecija@deped.gov.ph,,,,
,EDUCATION FACILITIES,SDO,SGOD,ef.nuevaecija@deped.gov.ph,,,,
,HEALTH AND NUTRITION – Medical,SDO,SGOD,medical.nuevaecija@deped.gov.ph,,,,
,HEALTH AND NUTRITION – Dental,SDO,SGOD,dental.nuevaecija@deped.gov.ph,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
